Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
13_AGTCAA_L001_combined	(1, 84.773)	(2, 47.3125)	(3, 60.855199999999996)	(4, 52.958400000000005)	(5, 47.4698)	(6, 43.855)	(7, 35.1936)	(8, 43.0843)	(9, 42.2983)	(10, 38.8702)	(11, 49.5591)	(12, 48.2727)	(13, 46.6182)	(14, 45.387899999999995)	(15, 46.3792)	(16, 47.008)	(17, 46.5149)	(18, 46.5781)	(19, 46.9797)	(20, 45.9508)	(21, 46.3714)	(22, 46.6259)	(23, 45.8298)	(24, 46.3861)	(25, 46.7724)	(26, 45.773599999999995)	(27, 46.1783)	(28, 46.5855)	(29, 46.0529)	(30, 46.566)	(31, 46.842)	(32, 45.9536)	(33, 46.6489)	(34, 47.0459)	(35, 46.277)	(36, 46.6955)	(37, 47.0006)	(38, 46.2272)	(39, 46.611000000000004)	(40, 47.105999999999995)	(41, 46.3658)	(42, 46.4535)	(43, 47.0326)	(44, 46.086)	(45, 46.7324)	(46, 46.9236)	(47, 46.300799999999995)	(48, 46.6076)	(49, 47.0854)	(50, 46.3237)	(51, 46.8474)	(52, 47.0461)	(53, 46.431)	(54, 46.8945)	(55, 47.104099999999995)	(56, 46.3472)	(57, 46.823)	(58, 46.8844)	(59, 46.2695)	(60, 46.6627)	(61, 47.2423)	(62, 46.3762)	(63, 46.5595)	(64, 47.1014)	(65, 46.3124)	(66, 46.7694)	(67, 47.1498)	(68, 46.341300000000004)	(69, 46.7588)	(70, 47.2724)	(71, 46.5039)	(72, 46.7502)	(73, 47.1488)	(74, 46.583400000000005)	(75, 46.9082)	(76, 47.184599999999996)	(77, 46.5013)	(78, 46.9565)	(79, 47.2759)	(80, 46.6406)	(81, 46.8024)	(82, 47.2709)	(83, 46.6344)	(84, 47.0099)	(85, 47.3874)	(86, 46.557500000000005)	(87, 46.982)	(88, 47.2163)	(89, 46.5017)	(90, 47.0873)	(91, 47.3593)	(92, 46.643699999999995)	(93, 47.005)	(94, 47.410000000000004)	(95, 46.7577)	(96, 47.0681)	(97, 47.7001)	(98, 46.7363)	(99, 47.2557)	(100, 47.632000000000005)	(101, 47.010999999999996)
17_ATCACG_L002_combined	(1, 84.8511)	(2, 45.389)	(3, 61.3054)	(4, 53.24529999999999)	(5, 47.1279)	(6, 43.2855)	(7, 34.9378)	(8, 42.634699999999995)	(9, 41.7383)	(10, 38.6445)	(11, 49.3049)	(12, 48.080600000000004)	(13, 46.5346)	(14, 45.2027)	(15, 46.217200000000005)	(16, 46.8843)	(17, 46.388400000000004)	(18, 46.501)	(19, 46.9732)	(20, 45.8778)	(21, 46.313700000000004)	(22, 46.5944)	(23, 45.6404)	(24, 46.199600000000004)	(25, 46.72)	(26, 45.636500000000005)	(27, 46.102399999999996)	(28, 46.5317)	(29, 45.9385)	(30, 46.4777)	(31, 46.8158)	(32, 45.8133)	(33, 46.5397)	(34, 47.023900000000005)	(35, 46.1766)	(36, 46.664899999999996)	(37, 47.0483)	(38, 46.1913)	(39, 46.5814)	(40, 47.0741)	(41, 46.291700000000006)	(42, 46.4118)	(43, 47.037800000000004)	(44, 46.0692)	(45, 46.6687)	(46, 46.9842)	(47, 46.207300000000004)	(48, 46.5139)	(49, 47.0756)	(50, 46.2838)	(51, 46.8399)	(52, 47.1429)	(53, 46.374900000000004)	(54, 46.848099999999995)	(55, 47.1214)	(56, 46.2294)	(57, 46.7123)	(58, 46.8681)	(59, 46.1457)	(60, 46.5394)	(61, 47.201)	(62, 46.3547)	(63, 46.5439)	(64, 47.055)	(65, 46.253899999999994)	(66, 46.7633)	(67, 47.095)	(68, 46.3174)	(69, 46.6856)	(70, 47.241)	(71, 46.3967)	(72, 46.6619)	(73, 47.1882)	(74, 46.5329)	(75, 46.842)	(76, 47.1829)	(77, 46.433400000000006)	(78, 46.9126)	(79, 47.3391)	(80, 46.581)	(81, 46.691300000000005)	(82, 47.279199999999996)	(83, 46.5735)	(84, 46.9955)	(85, 47.379)	(86, 46.5339)	(87, 46.8561)	(88, 47.2165)	(89, 46.4268)	(90, 47.036699999999996)	(91, 47.4182)	(92, 46.596399999999996)	(93, 46.948)	(94, 47.348)	(95, 46.695100000000004)	(96, 47.0809)	(97, 47.7014)	(98, 46.769)	(99, 47.2174)	(100, 47.6776)	(101, 46.958299999999994)
1_ATCACG_L001_combined	(1, 83.7415)	(2, 42.9463)	(3, 58.3514)	(4, 50.22990000000001)	(5, 44.1674)	(6, 40.0322)	(7, 31.7288)	(8, 39.675700000000006)	(9, 38.827600000000004)	(10, 35.3201)	(11, 45.9717)	(12, 44.729600000000005)	(13, 42.9699)	(14, 41.8527)	(15, 42.8664)	(16, 43.3623)	(17, 43.1276)	(18, 43.224000000000004)	(19, 43.4243)	(20, 42.519400000000005)	(21, 42.8581)	(22, 43.0467)	(23, 42.3133)	(24, 42.8017)	(25, 43.1156)	(26, 42.257600000000004)	(27, 42.611399999999996)	(28, 42.8683)	(29, 42.4936)	(30, 42.9703)	(31, 43.1999)	(32, 42.3615)	(33, 43.046800000000005)	(34, 43.3938)	(35, 42.7121)	(36, 43.2185)	(37, 43.348)	(38, 42.6676)	(39, 43.107)	(40, 43.5042)	(41, 42.8164)	(42, 42.927)	(43, 43.3429)	(44, 42.6047)	(45, 43.167100000000005)	(46, 43.3589)	(47, 42.7809)	(48, 43.079)	(49, 43.458000000000006)	(50, 42.7978)	(51, 43.3131)	(52, 43.4331)	(53, 42.9093)	(54, 43.3216)	(55, 43.4184)	(56, 42.7926)	(57, 43.2582)	(58, 43.229)	(59, 42.6839)	(60, 43.111)	(61, 43.5837)	(62, 42.883300000000006)	(63, 43.0698)	(64, 43.506)	(65, 42.851099999999995)	(66, 43.3481)	(67, 43.4499)	(68, 42.884499999999996)	(69, 43.295899999999996)	(70, 43.6381)	(71, 43.007600000000004)	(72, 43.222699999999996)	(73, 43.5666)	(74, 43.221199999999996)	(75, 43.3995)	(76, 43.6341)	(77, 43.0704)	(78, 43.5672)	(79, 43.7927)	(80, 43.2792)	(81, 43.2763)	(82, 43.750099999999996)	(83, 43.2988)	(84, 43.5948)	(85, 43.9328)	(86, 43.2388)	(87, 43.569)	(88, 43.736999999999995)	(89, 43.1836)	(90, 43.771300000000004)	(91, 43.94)	(92, 43.3342)	(93, 43.6643)	(94, 43.910700000000006)	(95, 43.4961)	(96, 43.9284)	(97, 44.3249)	(98, 43.5834)	(99, 44.048500000000004)	(100, 44.377100000000006)	(101, 43.8834)
21_ACAGTG_L002_combined	(1, 84.7047)	(2, 48.1816)	(3, 61.6133)	(4, 53.7282)	(5, 48.126000000000005)	(6, 44.441900000000004)	(7, 35.939)	(8, 43.8663)	(9, 42.9854)	(10, 39.5407)	(11, 50.312400000000004)	(12, 49.029)	(13, 47.3464)	(14, 46.108399999999996)	(15, 47.0211)	(16, 47.6825)	(17, 47.141)	(18, 47.208600000000004)	(19, 47.6915)	(20, 46.6509)	(21, 47.0439)	(22, 47.3722)	(23, 46.4812)	(24, 47.0212)	(25, 47.4787)	(26, 46.5084)	(27, 46.9128)	(28, 47.336299999999994)	(29, 46.7875)	(30, 47.2712)	(31, 47.5618)	(32, 46.6536)	(33, 47.329)	(34, 47.746100000000006)	(35, 46.977000000000004)	(36, 47.382600000000004)	(37, 47.7694)	(38, 46.994)	(39, 47.326499999999996)	(40, 47.802499999999995)	(41, 47.112500000000004)	(42, 47.1742)	(43, 47.7837)	(44, 46.8979)	(45, 47.4632)	(46, 47.6693)	(47, 47.012)	(48, 47.3054)	(49, 47.861399999999996)	(50, 47.1188)	(51, 47.5786)	(52, 47.841)	(53, 47.1007)	(54, 47.6088)	(55, 47.877900000000004)	(56, 47.050799999999995)	(57, 47.492000000000004)	(58, 47.5969)	(59, 47.0004)	(60, 47.370000000000005)	(61, 47.9689)	(62, 47.1237)	(63, 47.2778)	(64, 47.821999999999996)	(65, 47.0209)	(66, 47.438)	(67, 47.849399999999996)	(68, 47.0942)	(69, 47.438900000000004)	(70, 47.9808)	(71, 47.200900000000004)	(72, 47.4039)	(73, 47.8905)	(74, 47.2569)	(75, 47.5955)	(76, 47.8875)	(77, 47.2147)	(78, 47.625)	(79, 48.028)	(80, 47.3362)	(81, 47.4489)	(82, 47.9863)	(83, 47.342800000000004)	(84, 47.707699999999996)	(85, 48.058099999999996)	(86, 47.2664)	(87, 47.6374)	(88, 47.9448)	(89, 47.1526)	(90, 47.727399999999996)	(91, 48.0887)	(92, 47.3144)	(93, 47.6242)	(94, 48.0863)	(95, 47.4059)	(96, 47.728)	(97, 48.3549)	(98, 47.4382)	(99, 47.8866)	(100, 48.3192)	(101, 47.6076)
25_GATCAG_L002_combined	(1, 84.9042)	(2, 50.666)	(3, 62.966100000000004)	(4, 55.1654)	(5, 49.4581)	(6, 45.6513)	(7, 37.227700000000006)	(8, 44.9953)	(9, 44.1934)	(10, 40.7744)	(11, 51.501)	(12, 50.221000000000004)	(13, 48.693999999999996)	(14, 47.3698)	(15, 48.3321)	(16, 48.9193)	(17, 48.3513)	(18, 48.4354)	(19, 48.9429)	(20, 47.9396)	(21, 48.2684)	(22, 48.7566)	(23, 47.746)	(24, 48.3043)	(25, 48.814)	(26, 47.8587)	(27, 48.2586)	(28, 48.633700000000005)	(29, 48.120400000000004)	(30, 48.555)	(31, 48.9271)	(32, 47.9641)	(33, 48.6161)	(34, 49.128899999999994)	(35, 48.2659)	(36, 48.6565)	(37, 49.2046)	(38, 48.2369)	(39, 48.6654)	(40, 49.1327)	(41, 48.3995)	(42, 48.505700000000004)	(43, 49.1559)	(44, 48.2321)	(45, 48.7481)	(46, 48.992200000000004)	(47, 48.2863)	(48, 48.5539)	(49, 49.1499)	(50, 48.4131)	(51, 48.9061)	(52, 49.268499999999996)	(53, 48.4004)	(54, 48.9338)	(55, 49.1566)	(56, 48.329299999999996)	(57, 48.781)	(58, 48.9462)	(59, 48.3101)	(60, 48.6165)	(61, 49.2616)	(62, 48.448600000000006)	(63, 48.5293)	(64, 49.1423)	(65, 48.338300000000004)	(66, 48.8489)	(67, 49.168800000000005)	(68, 48.3991)	(69, 48.7044)	(70, 49.303799999999995)	(71, 48.4664)	(72, 48.5914)	(73, 49.2277)	(74, 48.5501)	(75, 48.7929)	(76, 49.2073)	(77, 48.503800000000005)	(78, 48.9045)	(79, 49.3462)	(80, 48.6574)	(81, 48.6912)	(82, 49.2772)	(83, 48.5828)	(84, 48.9907)	(85, 49.3981)	(86, 48.5436)	(87, 48.9031)	(88, 49.2508)	(89, 48.444199999999995)	(90, 48.9996)	(91, 49.4088)	(92, 48.5854)	(93, 48.9347)	(94, 49.3958)	(95, 48.6633)	(96, 49.0533)	(97, 49.6516)	(98, 48.7779)	(99, 49.1209)	(100, 49.6655)	(101, 48.8476)
29_AGTCAA_L002_combined	(1, 85.3361)	(2, 49.3767)	(3, 62.4308)	(4, 54.7056)	(5, 49.1064)	(6, 45.4463)	(7, 36.9888)	(8, 44.571600000000004)	(9, 43.8866)	(10, 40.5295)	(11, 51.1489)	(12, 49.9437)	(13, 48.3615)	(14, 47.0422)	(15, 48.0155)	(16, 48.7386)	(17, 48.084500000000006)	(18, 48.2288)	(19, 48.7415)	(20, 47.625099999999996)	(21, 48.0233)	(22, 48.4621)	(23, 47.4763)	(24, 48.0549)	(25, 48.574)	(26, 47.5266)	(27, 47.9641)	(28, 48.363)	(29, 47.7318)	(30, 48.327999999999996)	(31, 48.6634)	(32, 47.652499999999996)	(33, 48.3738)	(34, 48.8338)	(35, 47.9617)	(36, 48.400999999999996)	(37, 48.9023)	(38, 47.9523)	(39, 48.350300000000004)	(40, 48.876599999999996)	(41, 48.1049)	(42, 48.2136)	(43, 48.8606)	(44, 47.887299999999996)	(45, 48.4833)	(46, 48.7068)	(47, 48.0007)	(48, 48.3108)	(49, 48.8824)	(50, 48.0717)	(51, 48.6162)	(52, 48.951899999999995)	(53, 48.0721)	(54, 48.6464)	(55, 48.8998)	(56, 48.0632)	(57, 48.5394)	(58, 48.6851)	(59, 47.998400000000004)	(60, 48.376599999999996)	(61, 49.0284)	(62, 48.139199999999995)	(63, 48.2787)	(64, 48.888999999999996)	(65, 48.0486)	(66, 48.5462)	(67, 48.924099999999996)	(68, 48.098400000000005)	(69, 48.443000000000005)	(70, 49.048700000000004)	(71, 48.1856)	(72, 48.364200000000004)	(73, 48.9358)	(74, 48.2395)	(75, 48.5546)	(76, 48.9645)	(77, 48.205799999999996)	(78, 48.6495)	(79, 49.097)	(80, 48.341)	(81, 48.4477)	(82, 49.027300000000004)	(83, 48.3224)	(84, 48.7395)	(85, 49.1424)	(86, 48.2714)	(87, 48.6703)	(88, 49.0098)	(89, 48.153800000000004)	(90, 48.755700000000004)	(91, 49.1458)	(92, 48.2798)	(93, 48.701100000000004)	(94, 49.1452)	(95, 48.3884)	(96, 48.7797)	(97, 49.3887)	(98, 48.476)	(99, 48.8943)	(100, 49.4093)	(101, 48.596000000000004)
33_GTCCGC_L002_combined	(1, 85.1926)	(2, 48.134)	(3, 62.963100000000004)	(4, 55.1817)	(5, 49.119)	(6, 45.411)	(7, 36.9821)	(8, 44.413599999999995)	(9, 43.5314)	(10, 40.6283)	(11, 51.1104)	(12, 49.9028)	(13, 48.5526)	(14, 47.131299999999996)	(15, 48.100300000000004)	(16, 48.9393)	(17, 48.182)	(18, 48.3504)	(19, 48.906)	(20, 47.707899999999995)	(21, 48.1833)	(22, 48.603699999999996)	(23, 47.5537)	(24, 48.1187)	(25, 48.6756)	(26, 47.5389)	(27, 48.024)	(28, 48.583)	(29, 47.8433)	(30, 48.3789)	(31, 48.8262)	(32, 47.7546)	(33, 48.4296)	(34, 49.041000000000004)	(35, 48.0115)	(36, 48.487)	(37, 48.9664)	(38, 48.0035)	(39, 48.391600000000004)	(40, 49.086600000000004)	(41, 48.1232)	(42, 48.262899999999995)	(43, 49.0285)	(44, 47.8906)	(45, 48.5216)	(46, 48.933)	(47, 48.045700000000004)	(48, 48.4021)	(49, 49.0176)	(50, 48.094)	(51, 48.6583)	(52, 49.0844)	(53, 48.1384)	(54, 48.646899999999995)	(55, 49.0546)	(56, 48.0276)	(57, 48.5561)	(58, 48.834300000000006)	(59, 48.031400000000005)	(60, 48.4269)	(61, 49.1109)	(62, 48.107699999999994)	(63, 48.3037)	(64, 49.0682)	(65, 48.0779)	(66, 48.5441)	(67, 49.0466)	(68, 48.0691)	(69, 48.4833)	(70, 49.1466)	(71, 48.1876)	(72, 48.4118)	(73, 49.0635)	(74, 48.2527)	(75, 48.5939)	(76, 49.0779)	(77, 48.1906)	(78, 48.6709)	(79, 49.1884)	(80, 48.328900000000004)	(81, 48.5078)	(82, 49.1575)	(83, 48.3452)	(84, 48.7234)	(85, 49.2333)	(86, 48.268899999999995)	(87, 48.625099999999996)	(88, 49.0861)	(89, 48.1391)	(90, 48.7323)	(91, 49.2479)	(92, 48.3108)	(93, 48.6636)	(94, 49.1954)	(95, 48.412)	(96, 48.789300000000004)	(97, 49.5484)	(98, 48.449799999999996)	(99, 48.918800000000005)	(100, 49.4616)	(101, 48.6504)
37_CGTACG_L002_combined	(1, 85.6847)	(2, 48.618)	(3, 63.2377)	(4, 55.4052)	(5, 49.574200000000005)	(6, 45.9103)	(7, 37.394800000000004)	(8, 44.9818)	(9, 44.082100000000004)	(10, 41.044799999999995)	(11, 51.6008)	(12, 50.416700000000006)	(13, 49.0105)	(14, 47.5883)	(15, 48.5685)	(16, 49.4488)	(17, 48.7046)	(18, 48.8726)	(19, 49.4209)	(20, 48.1806)	(21, 48.6877)	(22, 49.112)	(23, 48.118100000000005)	(24, 48.6433)	(25, 49.249700000000004)	(26, 48.0469)	(27, 48.544)	(28, 49.092400000000005)	(29, 48.3234)	(30, 48.9554)	(31, 49.348)	(32, 48.288799999999995)	(33, 48.960100000000004)	(34, 49.5724)	(35, 48.5449)	(36, 48.9959)	(37, 49.4758)	(38, 48.506899999999995)	(39, 48.9088)	(40, 49.538199999999996)	(41, 48.647600000000004)	(42, 48.7734)	(43, 49.5222)	(44, 48.367599999999996)	(45, 49.0599)	(46, 49.4545)	(47, 48.5983)	(48, 48.9701)	(49, 49.57)	(50, 48.620200000000004)	(51, 49.179)	(52, 49.5623)	(53, 48.635400000000004)	(54, 49.2275)	(55, 49.601800000000004)	(56, 48.6153)	(57, 49.13)	(58, 49.3226)	(59, 48.5545)	(60, 48.9956)	(61, 49.6847)	(62, 48.6296)	(63, 48.8589)	(64, 49.580600000000004)	(65, 48.5599)	(66, 49.0589)	(67, 49.5936)	(68, 48.625099999999996)	(69, 49.0432)	(70, 49.6834)	(71, 48.7348)	(72, 48.985)	(73, 49.578)	(74, 48.8016)	(75, 49.1537)	(76, 49.6139)	(77, 48.7297)	(78, 49.2071)	(79, 49.6937)	(80, 48.8729)	(81, 49.0172)	(82, 49.683)	(83, 48.883700000000005)	(84, 49.2715)	(85, 49.7811)	(86, 48.802800000000005)	(87, 49.162099999999995)	(88, 49.642599999999995)	(89, 48.6645)	(90, 49.296800000000005)	(91, 49.772499999999994)	(92, 48.8272)	(93, 49.186800000000005)	(94, 49.7357)	(95, 48.909000000000006)	(96, 49.2898)	(97, 50.032)	(98, 48.9576)	(99, 49.4432)	(100, 49.9706)	(101, 49.167100000000005)
41_GTCCGC_L001_combined	(1, 85.8133)	(2, 48.6805)	(3, 63.5082)	(4, 55.8547)	(5, 49.754599999999996)	(6, 46.1882)	(7, 37.756299999999996)	(8, 45.1482)	(9, 44.3567)	(10, 41.4011)	(11, 52.0467)	(12, 50.7651)	(13, 49.4852)	(14, 47.938900000000004)	(15, 48.9328)	(16, 49.7463)	(17, 49.105)	(18, 49.189)	(19, 49.7956)	(20, 48.5537)	(21, 48.9823)	(22, 49.5818)	(23, 48.3835)	(24, 48.9993)	(25, 49.6355)	(26, 48.409200000000006)	(27, 48.9074)	(28, 49.4312)	(29, 48.6642)	(30, 49.2382)	(31, 49.7029)	(32, 48.6108)	(33, 49.3341)	(34, 49.934400000000004)	(35, 48.8635)	(36, 49.3653)	(37, 49.994499999999995)	(38, 48.8769)	(39, 49.3404)	(40, 49.933699999999995)	(41, 49.012699999999995)	(42, 49.137)	(43, 49.9353)	(44, 48.784499999999994)	(45, 49.4242)	(46, 49.8471)	(47, 48.9205)	(48, 49.230000000000004)	(49, 49.9204)	(50, 48.9836)	(51, 49.507)	(52, 50.0284)	(53, 48.9765)	(54, 49.540299999999995)	(55, 49.9095)	(56, 48.9411)	(57, 49.397200000000005)	(58, 49.6923)	(59, 48.857299999999995)	(60, 49.2324)	(61, 50.0093)	(62, 48.9923)	(63, 49.1427)	(64, 49.913999999999994)	(65, 48.939)	(66, 49.4539)	(67, 49.8867)	(68, 48.938900000000004)	(69, 49.3603)	(70, 50.0877)	(71, 49.0244)	(72, 49.2253)	(73, 49.9252)	(74, 49.153000000000006)	(75, 49.4197)	(76, 49.9884)	(77, 49.0257)	(78, 49.5251)	(79, 50.0734)	(80, 49.200500000000005)	(81, 49.3577)	(82, 49.9962)	(83, 49.1607)	(84, 49.61)	(85, 50.097100000000005)	(86, 49.0757)	(87, 49.465199999999996)	(88, 49.972100000000005)	(89, 48.9589)	(90, 49.6635)	(91, 50.1109)	(92, 49.1362)	(93, 49.4871)	(94, 50.011700000000005)	(95, 49.2226)	(96, 49.5935)	(97, 50.370099999999994)	(98, 49.2315)	(99, 49.709900000000005)	(100, 50.362700000000004)	(101, 49.4878)
45_CGTACG_L001_combined	(1, 84.8071)	(2, 50.226499999999994)	(3, 64.2104)	(4, 56.770399999999995)	(5, 50.276900000000005)	(6, 46.4999)	(7, 37.927)	(8, 45.4842)	(9, 44.4368)	(10, 41.299400000000006)	(11, 52.063199999999995)	(12, 50.7259)	(13, 49.4959)	(14, 48.0777)	(15, 48.9251)	(16, 49.782)	(17, 49.1608)	(18, 49.133500000000005)	(19, 49.7133)	(20, 48.6086)	(21, 48.9605)	(22, 49.4802)	(23, 48.4367)	(24, 48.918299999999995)	(25, 49.5825)	(26, 48.5004)	(27, 48.8752)	(28, 49.451299999999996)	(29, 48.7585)	(30, 49.2637)	(31, 49.730000000000004)	(32, 48.7118)	(33, 49.2888)	(34, 49.8702)	(35, 48.9369)	(36, 49.3606)	(37, 49.9478)	(38, 48.9738)	(39, 49.294700000000006)	(40, 49.8809)	(41, 49.127500000000005)	(42, 49.1419)	(43, 49.8665)	(44, 48.8416)	(45, 49.405300000000004)	(46, 49.7736)	(47, 49.026399999999995)	(48, 49.271300000000004)	(49, 49.9028)	(50, 49.035000000000004)	(51, 49.4681)	(52, 49.9281)	(53, 49.0841)	(54, 49.5621)	(55, 49.919799999999995)	(56, 49.065599999999996)	(57, 49.3988)	(58, 49.6639)	(59, 48.933)	(60, 49.260799999999996)	(61, 50.0243)	(62, 49.0696)	(63, 49.1937)	(64, 49.918099999999995)	(65, 49.011700000000005)	(66, 49.4231)	(67, 49.900099999999995)	(68, 49.0466)	(69, 49.3452)	(70, 50.0783)	(71, 49.1404)	(72, 49.2482)	(73, 49.898900000000005)	(74, 49.2121)	(75, 49.4234)	(76, 49.9429)	(77, 49.1246)	(78, 49.5143)	(79, 50.0287)	(80, 49.2635)	(81, 49.3747)	(82, 49.9822)	(83, 49.247)	(84, 49.5777)	(85, 50.064299999999996)	(86, 49.1563)	(87, 49.4864)	(88, 49.9749)	(89, 49.0283)	(90, 49.6309)	(91, 50.085100000000004)	(92, 49.195499999999996)	(93, 49.4473)	(94, 50.0027)	(95, 49.276199999999996)	(96, 49.5164)	(97, 50.275099999999995)	(98, 49.2536)	(99, 49.6394)	(100, 50.224999999999994)	(101, 49.4748)
