Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
13_AGTCAA_L001_combined	(1, 0.437692)	(2, 0.0349287)	(3, 0.026068)	(4, 0.030620799999999997)	(5, 0.0229766)	(6, 4.8177500000000004e-05)	(7, 0.0025132600000000002)	(8, 0.00034125700000000003)	(9, 0.0)	(10, 0.0124177)	(11, 0.015388700000000002)	(12, 0.0182392)	(13, 0.0017384000000000002)	(14, 0.0006503959999999999)	(15, 0.00222419)	(16, 0.00353703)	(17, 0.0315965)	(18, 0.0009715829999999999)	(19, 0.000686533)	(20, 0.00206763)	(21, 0.0017424299999999999)	(22, 0.0)	(23, 8.83262e-05)	(24, 0.00150556)	(25, 0.0009394710000000001)	(26, 1.20445e-05)	(27, 0.0)	(28, 8.43118e-05)	(29, 0.0019913699999999997)	(30, 0.00019672800000000002)	(31, 0.000317174)	(32, 4.01493e-06)	(33, 0.0014293399999999999)	(34, 0.0002931)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 1.2046599999999999e-05)	(41, 0.0)	(42, 0.0)	(43, 1.20475e-05)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 4.01628e-06)	(48, 0.0)	(49, 0.0)	(50, 4.01674e-06)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 9.240609999999999e-05)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 6.43035e-05)	(59, 0.0)	(60, 2.8139e-05)	(61, 8.84487e-05)	(62, 4.0209999999999996e-05)	(63, 3.6195199999999995e-05)	(64, 3.21797e-05)	(65, 2.81633e-05)	(66, 0.0)	(67, 0.00039448099999999997)	(68, 8.45559e-05)	(69, 9.263890000000001e-05)	(70, 0.000209519)	(71, 8.06168e-06)	(72, 4.43591e-05)	(73, 0.000149285)	(74, 0.000331039)	(75, 0.000630186)	(76, 0.00037596099999999996)	(77, 0.000384352)	(78, 0.0)	(79, 0.00053908)	(80, 0.0009251309999999999)	(81, 0.00104809)	(82, 0.00013423300000000001)	(83, 0.000545865)	(84, 0.00038354099999999994)	(85, 2.45259e-05)	(86, 0.0005529479999999999)	(87, 0.00100161)	(88, 0.00160883)	(89, 0.00210393)	(90, 0.000198564)	(91, 0.00162229)	(92, 0.0015942999999999999)	(93, 0.000284072)	(94, 0.00112411)	(95, 8.8454e-05)	(96, 0.0013624800000000001)	(97, 0.0)	(98, 0.000183934)	(99, 0.000124714)	(100, 5.6220299999999994e-05)	(101, 0.0)
17_ATCACG_L002_combined	(1, 0.31183700000000003)	(2, 0.103608)	(3, 0.0946766)	(4, 0.085181)	(5, 0.0837846)	(6, 0.000468983)	(7, 0.00133318)	(8, 0.00033724600000000003)	(9, 0.0031248000000000005)	(10, 0.007846239999999999)	(11, 0.009569359999999999)	(12, 0.015955999999999998)	(13, 0.00099593)	(14, 0.00148072)	(15, 0.025325100000000003)	(16, 0.00296145)	(17, 0.0207302)	(18, 0.00018970199999999998)	(19, 1.0539e-05)	(20, 0.000310901)	(21, 1.58085e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.00010012099999999999)	(26, 0.0358855)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.000179168)	(33, 5.26976e-06)	(34, 1.58096e-05)	(35, 5.26995e-06)	(36, 5.27007e-06)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 1.05427e-05)	(47, 0.00169216)	(48, 0.00011597900000000001)	(49, 0.0)	(50, 0.0)	(51, 5.27253e-06)	(52, 2.63642e-05)	(53, 5.27325e-05)	(54, 0.0)	(55, 0.0)	(56, 3.16478e-05)	(57, 0.000137155)	(58, 3.69304e-05)	(59, 0.0)	(60, 0.0)	(61, 7.38931e-05)	(62, 8.446509999999999e-05)	(63, 0.0008289910000000001)	(64, 0.000686586)	(65, 2.6414500000000003e-05)	(66, 0.00016382000000000001)	(67, 0.00011101200000000001)	(68, 0.000306716)	(69, 0.000349164)	(70, 0.000127026)	(71, 0.0)	(72, 0.000657015)	(73, 0.000371137)	(74, 0.000153869)	(75, 0.000823082)	(76, 0.00226424)	(77, 0.00207499)	(78, 0.000266315)	(79, 0.0027197000000000002)	(80, 0.00147915)	(81, 0.00041178)	(82, 0.000251756)	(83, 0.00135768)	(84, 0.0015969900000000002)	(85, 0.00214482)	(86, 0.00044837900000000005)	(87, 0.0015491199999999998)	(88, 5.43199e-06)	(89, 0.000468601)	(90, 0.000776288)	(91, 1.64589e-05)	(92, 0.000275377)	(93, 0.000132734)	(94, 0.000288936)	(95, 0.000178664)	(96, 0.000173992)	(97, 1.6946499999999998e-05)	(98, 0.000528419)	(99, 0.0016177000000000001)	(100, 0.000396909)	(101, 0.0168976)
1_ATCACG_L001_combined	(1, 0.5016470000000001)	(2, 0.040295700000000004)	(3, 0.030147900000000002)	(4, 0.035210599999999995)	(5, 0.027153700000000003)	(6, 5.57571e-05)	(7, 0.0029885800000000002)	(8, 0.00043490600000000004)	(9, 0.0)	(10, 0.011118)	(11, 0.01414)	(12, 0.0166714)	(13, 0.0014608400000000001)	(14, 0.000652359)	(15, 0.00194592)	(16, 0.00337332)	(17, 0.0286203)	(18, 0.000886544)	(19, 0.000501819)	(20, 0.0017173400000000001)	(21, 0.0016336999999999999)	(22, 0.0)	(23, 0.00010593999999999999)	(24, 0.0017786800000000001)	(25, 0.0011374599999999999)	(26, 2.78791e-05)	(27, 0.0)	(28, 8.92133e-05)	(29, 0.00240319)	(30, 0.000167275)	(31, 0.00030667199999999997)	(32, 0.0)	(33, 0.0017062600000000002)	(34, 0.00035129299999999997)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 1.11531e-05)	(41, 0.0)	(42, 5.5767599999999994e-06)	(43, 1.67307e-05)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 5.57747e-06)	(48, 0.0)	(49, 5.57786e-06)	(50, 0.0)	(51, 5.57836e-06)	(52, 0.0)	(53, 0.0)	(54, 7.81121e-05)	(55, 0.0)	(56, 5.58034e-06)	(57, 0.0)	(58, 8.93025e-05)	(59, 0.0)	(60, 1.67483e-05)	(61, 6.14195e-05)	(62, 2.79228e-05)	(63, 5.0270600000000006e-05)	(64, 2.2347400000000002e-05)	(65, 4.4705999999999995e-05)	(66, 1.11796e-05)	(67, 0.00049764)	(68, 0.000100679)	(69, 0.00015667)	(70, 0.000195917)	(71, 1.12004e-05)	(72, 5.04281e-05)	(73, 0.000196225)	(74, 0.000314171)	(75, 0.000499682)	(76, 0.000252858)	(77, 0.000388067)	(78, 0.0)	(79, 0.000687589)	(80, 0.00119627)	(81, 0.0013222)	(82, 0.00023201)	(83, 0.000544144)	(84, 0.000346392)	(85, 1.7070199999999998e-05)	(86, 0.0005303770000000001)	(87, 0.000983311)	(88, 0.00151894)	(89, 0.0019486)	(90, 0.000178732)	(91, 0.00163696)	(92, 0.0013758)	(93, 0.00027972500000000004)	(94, 0.000995019)	(95, 8.819370000000001e-05)	(96, 0.00116987)	(97, 0.0)	(98, 0.000131488)	(99, 9.01627e-05)	(100, 7.86063e-05)	(101, 0.0)
21_ACAGTG_L002_combined	(1, 0.342373)	(2, 0.111527)	(3, 0.102364)	(4, 0.0925776)	(5, 0.0909389)	(6, 0.000547623)	(7, 0.0014213099999999998)	(8, 0.000334426)	(9, 0.00295967)	(10, 0.00755385)	(11, 0.00916746)	(12, 0.015600999999999999)	(13, 0.00088623)	(14, 0.00137533)	(15, 0.0245051)	(16, 0.00264615)	(17, 0.0201367)	(18, 0.00019229599999999998)	(19, 1.67214e-05)	(20, 0.000292625)	(21, 3.34429e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 6.68859e-05)	(26, 0.0398515)	(27, 4.18038e-06)	(28, 4.18038e-06)	(29, 4.18039e-06)	(30, 4.18039e-06)	(31, 8.3608e-06)	(32, 0.00016722000000000002)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0016727399999999998)	(48, 0.000117095)	(49, 8.36421e-06)	(50, 0.0)	(51, 0.0)	(52, 2.92784e-05)	(53, 8.78404e-05)	(54, 4.1831199999999995e-06)	(55, 4.18338e-06)	(56, 8.36732e-06)	(57, 0.000158991)	(58, 3.34746e-05)	(59, 4.184710000000001e-06)	(60, 0.0)	(61, 6.27844e-05)	(62, 8.79099e-05)	(63, 0.00063221)	(64, 0.0005820669999999999)	(65, 1.67535e-05)	(66, 0.00019270700000000002)	(67, 7.12346e-05)	(68, 0.00029758700000000004)	(69, 0.000368944)	(70, 0.00012162300000000001)	(71, 0.0)	(72, 0.000696734)	(73, 0.000314937)	(74, 0.000172258)	(75, 0.0006978490000000001)	(76, 0.00228845)	(77, 0.00195336)	(78, 0.00024437)	(79, 0.00276634)	(80, 0.0014309799999999999)	(81, 0.00042680999999999996)	(82, 0.00023270400000000003)	(83, 0.0014192999999999999)	(84, 0.00162937)	(85, 0.0021846500000000002)	(86, 0.000557837)	(87, 0.0013825299999999999)	(88, 8.553e-06)	(89, 0.0005958739999999999)	(90, 0.000704857)	(91, 2.15506e-05)	(92, 0.00028535400000000003)	(93, 0.000112793)	(94, 0.000444202)	(95, 0.00011804599999999999)	(96, 0.00011417)	(97, 4.4153099999999996e-05)	(98, 0.00044808999999999995)	(99, 0.0016676599999999998)	(100, 0.00039445899999999994)	(101, 0.0182517)
25_GATCAG_L002_combined	(1, 0.327815)	(2, 0.107985)	(3, 0.0993662)	(4, 0.08940569999999999)	(5, 0.08794239999999999)	(6, 0.00045156600000000003)	(7, 0.00129825)	(8, 0.000360384)	(9, 0.00304807)	(10, 0.00746386)	(11, 0.009317879999999999)	(12, 0.0157223)	(13, 0.0007945820000000001)	(14, 0.0013069400000000001)	(15, 0.0240719)	(16, 0.00273979)	(17, 0.0202641)	(18, 0.00023881)	(19, 1.7368e-05)	(20, 0.000256178)	(21, 3.0394099999999998e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 5.21043e-05)	(26, 0.0370201)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 4.34205e-06)	(31, 8.68413e-06)	(32, 0.000138949)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 4.34315e-06)	(43, 1.3029899999999999e-05)	(44, 4.34342e-06)	(45, 4.3435800000000005e-06)	(46, 4.34374e-06)	(47, 0.00143784)	(48, 6.51618e-05)	(49, 4.34433e-06)	(50, 0.0)	(51, 0.0)	(52, 1.30354e-05)	(53, 5.21458e-05)	(54, 0.0)	(55, 0.0)	(56, 1.3040300000000001e-05)	(57, 8.69446e-05)	(58, 2.17388e-05)	(59, 8.69667e-06)	(60, 0.0)	(61, 3.91481e-05)	(62, 0.00011311700000000001)	(63, 0.000691909)	(64, 0.000661616)	(65, 3.9186e-05)	(66, 0.00025696700000000004)	(67, 0.000108922)	(68, 0.000283307)	(69, 0.000265985)	(70, 0.000157048)	(71, 0.0)	(72, 0.0006507300000000001)	(73, 0.000310286)	(74, 0.00010496399999999999)	(75, 0.00075287)	(76, 0.00230016)	(77, 0.00195167)	(78, 0.000324912)	(79, 0.00270358)	(80, 0.00143947)	(81, 0.00046731299999999996)	(82, 0.000313523)	(83, 0.0013935)	(84, 0.00153374)	(85, 0.00203918)	(86, 0.000538898)	(87, 0.00146474)	(88, 8.95707e-06)	(89, 0.000588522)	(90, 0.0006490809999999999)	(91, 4.52365e-06)	(92, 0.00025886)	(93, 0.000114015)	(94, 0.000357398)	(95, 0.000138133)	(96, 0.000129608)	(97, 1.3977299999999999e-05)	(98, 0.00047334600000000003)	(99, 0.0016362500000000001)	(100, 0.000460321)	(101, 0.0171712)
29_AGTCAA_L002_combined	(1, 0.392003)	(2, 0.126007)	(3, 0.115554)	(4, 0.105372)	(5, 0.103361)	(6, 0.000586158)	(7, 0.0015146)	(8, 0.000397903)	(9, 0.0030719799999999998)	(10, 0.007046729999999999)	(11, 0.0082875)	(12, 0.014063500000000001)	(13, 0.000740185)	(14, 0.0013177899999999999)	(15, 0.0222569)	(16, 0.00234036)	(17, 0.0178929)	(18, 0.000124078)	(19, 1.28357e-05)	(20, 0.000248156)	(21, 4.278560000000001e-06)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 9.412879999999999e-05)	(26, 0.0455327)	(27, 0.0)	(28, 4.2786e-06)	(29, 4.27861e-06)	(30, 0.0)	(31, 4.27863e-06)	(32, 0.000115525)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 8.56047e-06)	(47, 0.00203748)	(48, 0.00012413799999999998)	(49, 4.28083e-06)	(50, 4.28109e-06)	(51, 4.28136e-06)	(52, 3.85351e-05)	(53, 6.85128e-05)	(54, 2.1412199999999998e-05)	(55, 0.0)	(56, 2.1417e-05)	(57, 0.00014136999999999998)	(58, 3.4276199999999995e-05)	(59, 8.57032e-06)	(60, 0.0)	(61, 7.28737e-05)	(62, 0.000107191)	(63, 0.0007505249999999999)	(64, 0.000677813)	(65, 5.57874e-05)	(66, 0.000188886)	(67, 0.00010736500000000001)	(68, 0.000369497)	(69, 0.000361076)	(70, 0.000111822)	(71, 0.0)	(72, 0.000723469)	(73, 0.000362009)	(74, 0.000142343)	(75, 0.000777167)	(76, 0.00219569)	(77, 0.0020684799999999997)	(78, 0.00031197500000000003)	(79, 0.0026382)	(80, 0.00152546)	(81, 0.00041358500000000006)	(82, 0.000191922)	(83, 0.00127201)	(84, 0.0013758099999999999)	(85, 0.00184063)	(86, 0.00050223)	(87, 0.00135666)	(88, 8.86747e-06)	(89, 0.00067192)	(90, 0.000732578)	(91, 4.48534e-06)	(92, 0.000324402)	(93, 0.000126766)	(94, 0.000468823)	(95, 0.00013273)	(96, 9.66911e-05)	(97, 9.275249999999999e-06)	(98, 0.000448157)	(99, 0.00151822)	(100, 0.000359786)	(101, 0.0203381)
33_GTCCGC_L002_combined	(1, 0.36871299999999996)	(2, 0.11941)	(3, 0.10926799999999999)	(4, 0.09918679999999999)	(5, 0.0974183)	(6, 0.000540124)	(7, 0.0015725700000000001)	(8, 0.000406288)	(9, 0.00299219)	(10, 0.007251039999999999)	(11, 0.008761479999999999)	(12, 0.014745900000000001)	(13, 0.0008747140000000001)	(14, 0.00133836)	(15, 0.0231536)	(16, 0.00254767)	(17, 0.0188088)	(18, 0.00015295600000000002)	(19, 9.55976e-06)	(20, 0.000219875)	(21, 1.43397e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 3.34594e-05)	(26, 0.042206600000000004)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.000133841)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 4.78107e-06)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0017931099999999999)	(48, 0.000153017)	(49, 1.4346e-05)	(50, 0.0)	(51, 0.0)	(52, 3.82617e-05)	(53, 9.566070000000001e-05)	(54, 0.0)	(55, 4.78379e-06)	(56, 1.43526e-05)	(57, 0.000119617)	(58, 4.3066600000000005e-05)	(59, 9.5715e-06)	(60, 0.0)	(61, 5.74458e-05)	(62, 0.000124488)	(63, 0.0006369360000000001)	(64, 0.000617926)	(65, 6.228789999999999e-05)	(66, 0.000182125)	(67, 7.6709e-05)	(68, 0.00043643699999999997)	(69, 0.00037903400000000004)	(70, 0.000100801)	(71, 0.0)	(72, 0.000591036)	(73, 0.000254832)	(74, 0.000134726)	(75, 0.000654912)	(76, 0.00212072)	(77, 0.0019636)	(78, 0.00029462)	(79, 0.00249999)	(80, 0.0012201999999999998)	(81, 0.00034428400000000004)	(82, 0.000208844)	(83, 0.00112885)	(84, 0.00131149)	(85, 0.0019202899999999998)	(86, 0.00043594500000000003)	(87, 0.00134076)	(88, 9.850490000000001e-06)	(89, 0.000558293)	(90, 0.000723721)	(91, 1.98989e-05)	(92, 0.000269674)	(93, 9.02678e-05)	(94, 0.000357723)	(95, 0.00011137899999999999)	(96, 0.000152686)	(97, 1.02455e-05)	(98, 0.00042252699999999996)	(99, 0.0016330200000000002)	(100, 0.00036520899999999997)	(101, 0.0188667)
37_CGTACG_L002_combined	(1, 0.367577)	(2, 0.117549)	(3, 0.107599)	(4, 0.0976095)	(5, 0.0959178)	(6, 0.000593577)	(7, 0.00141187)	(8, 0.000330707)	(9, 0.0029975600000000002)	(10, 0.0068515699999999995)	(11, 0.00825496)	(12, 0.0148097)	(13, 0.000737731)	(14, 0.00123803)	(15, 0.022810300000000002)	(16, 0.00253542)	(17, 0.0188631)	(18, 0.00019503300000000003)	(19, 4.23986e-06)	(20, 0.000254392)	(21, 2.1199300000000002e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 4.2398800000000005e-05)	(26, 0.0419367)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.00016111900000000001)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 4.24046e-06)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 4.24106e-06)	(45, 4.24118e-06)	(46, 4.24133e-06)	(47, 0.00188322)	(48, 5.0900100000000004e-05)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 2.96982e-05)	(53, 8.061510000000001e-05)	(54, 8.48651e-06)	(55, 4.24363e-06)	(56, 2.97082e-05)	(57, 9.762319999999998e-05)	(58, 2.5469899999999998e-05)	(59, 4.245559999999999e-06)	(60, 4.24621e-06)	(61, 5.096340000000001e-05)	(62, 8.92041e-05)	(63, 0.000645814)	(64, 0.000573729)	(65, 2.97577e-05)	(66, 0.000170099)	(67, 9.35878e-05)	(68, 0.000361734)	(69, 0.000336349)	(70, 0.000132049)	(71, 0.0)	(72, 0.000707933)	(73, 0.000315806)	(74, 0.000145218)	(75, 0.000705364)	(76, 0.0021566899999999997)	(77, 0.00192773)	(78, 0.00027020799999999997)	(79, 0.00259825)	(80, 0.00141071)	(81, 0.000400632)	(82, 0.000163991)	(83, 0.00125401)	(84, 0.00136943)	(85, 0.0020461)	(86, 0.000461718)	(87, 0.00142414)	(88, 8.76433e-06)	(89, 0.000545236)	(90, 0.000688433)	(91, 8.86025e-06)	(92, 0.000280279)	(93, 6.70386e-05)	(94, 0.000386301)	(95, 0.000103854)	(96, 7.26598e-05)	(97, 1.37187e-05)	(98, 0.000423375)	(99, 0.00159349)	(100, 0.00035911300000000004)	(101, 0.0188566)
41_GTCCGC_L001_combined	(1, 0.45997)	(2, 0.0363984)	(3, 0.027230499999999998)	(4, 0.0320833)	(5, 0.0237173)	(6, 3.18965e-05)	(7, 0.0023649)	(8, 0.000328078)	(9, 0.0)	(10, 0.0119703)	(11, 0.0148501)	(12, 0.0176296)	(13, 0.0015583700000000001)	(14, 0.0006516)	(15, 0.00207327)	(16, 0.0034266)	(17, 0.0298278)	(18, 0.0008885480000000001)	(19, 0.000596923)	(20, 0.00197304)	(21, 0.00168597)	(22, 9.11335e-06)	(23, 0.00011847399999999999)	(24, 0.00157205)	(25, 0.0009705740000000001)	(26, 3.18968e-05)	(27, 0.0)	(28, 0.000127587)	(29, 0.00211431)	(30, 0.000127588)	(31, 0.00021872200000000002)	(32, 9.1136e-06)	(33, 0.0015447800000000002)	(34, 0.000291646)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 1.82301e-05)	(41, 0.0)	(42, 0.0)	(43, 4.55785e-06)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 7.75248e-05)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 7.29932e-05)	(59, 0.0)	(60, 1.82531e-05)	(61, 7.30246e-05)	(62, 3.65192e-05)	(63, 3.19611e-05)	(64, 3.6536e-05)	(65, 5.93872e-05)	(66, 4.56961e-06)	(67, 0.000470823)	(68, 5.03007e-05)	(69, 0.000123516)	(70, 0.000256296)	(71, 9.1581e-06)	(72, 5.95613e-05)	(73, 0.000169629)	(74, 0.000289039)	(75, 0.000532632)	(76, 0.000294131)	(77, 0.00040943900000000005)	(78, 0.0)	(79, 0.000677834)	(80, 0.00102043)	(81, 0.00115143)	(82, 0.000143582)	(83, 0.000450087)	(84, 0.000418449)	(85, 1.86393e-05)	(86, 0.000513846)	(87, 0.000997682)	(88, 0.00129651)	(89, 0.0020215199999999997)	(90, 0.000141836)	(91, 0.00142823)	(92, 0.00146244)	(93, 0.0001483)	(94, 0.0009036459999999999)	(95, 7.72839e-05)	(96, 0.00126263)	(97, 0.0)	(98, 0.000206539)	(99, 6.927499999999999e-05)	(100, 4.4823999999999996e-05)	(101, 0.0)
45_CGTACG_L001_combined	(1, 0.464919)	(2, 0.0366499)	(3, 0.027108399999999998)	(4, 0.0318354)	(5, 0.0241464)	(6, 6.99008e-05)	(7, 0.00269118)	(8, 0.000358242)	(9, 0.0)	(10, 0.0113632)	(11, 0.0143471)	(12, 0.0170208)	(13, 0.00152471)	(14, 0.0005242560000000001)	(15, 0.00181742)	(16, 0.0032416499999999996)	(17, 0.029354)	(18, 0.000882501)	(19, 0.00073833)	(20, 0.00181743)	(21, 0.0015902499999999999)	(22, 0.0)	(23, 0.000144172)	(24, 0.0015553099999999999)	(25, 0.00105289)	(26, 2.18442e-05)	(27, 0.0)	(28, 0.000100484)	(29, 0.00213637)	(30, 0.000196599)	(31, 0.000349509)	(32, 4.36895e-06)	(33, 0.00170392)	(34, 0.0002971)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 1.7478300000000002e-05)	(41, 0.0)	(42, 4.36973e-06)	(43, 1.74793e-05)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 9.617029999999999e-05)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 6.12146e-05)	(59, 0.0)	(60, 1.74928e-05)	(61, 6.12308e-05)	(62, 2.18706e-05)	(63, 8.7493e-06)	(64, 2.1876400000000003e-05)	(65, 4.81356e-05)	(66, 0.0)	(67, 0.00040273999999999996)	(68, 4.37857e-05)	(69, 0.00012263)	(70, 0.00019713800000000002)	(71, 4.38217e-06)	(72, 3.0685900000000004e-05)	(73, 0.000144718)	(74, 0.00029834)	(75, 0.000557469)	(76, 0.000320614)	(77, 0.00036036499999999997)	(78, 0.0)	(79, 0.0006689430000000001)	(80, 0.0010527099999999999)	(81, 0.00115949)	(82, 0.000158872)	(83, 0.000503668)	(84, 0.000380446)	(85, 2.21504e-05)	(86, 0.000576826)	(87, 0.0009022899999999999)	(88, 0.0015675099999999998)	(89, 0.0019276999999999999)	(90, 0.000178887)	(91, 0.0015914599999999998)	(92, 0.00141137)	(93, 0.00022087999999999999)	(94, 0.0009542740000000001)	(95, 6.80669e-05)	(96, 0.00124347)	(97, 0.0)	(98, 0.000156277)	(99, 0.0001108)	(100, 4.17429e-05)	(101, 0.0)
