Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
13_AGTCAA_L001_combined	(1, 0.030480399999999998)	(2, 0.0225911)	(3, 0.014044599999999999)	(4, 0.000279958)	(5, 0.00346059)	(6, 0.00125592)	(7, 0.00043548999999999997)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 6.22129e-05)	(12, 0.0)	(13, 0.00167586)	(14, 4.6659699999999996e-05)	(15, 0.0)	(16, 0.0)	(17, 1.55532e-05)	(18, 7.77662e-05)	(19, 0.0)	(20, 3.1106500000000004e-05)	(21, 6.22129e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.00551362)	(26, 0.00470485)	(27, 0.00308343)	(28, 0.00109261)	(29, 0.00191305)	(30, 0.00240686)	(31, 0.00422659)	(32, 0.0062524)	(33, 0.0064429299999999995)	(34, 0.00390775)	(35, 0.00712727)	(36, 0.00369)	(37, 0.011315)	(38, 0.00640793)	(39, 0.00826265)	(40, 0.009915180000000001)	(41, 0.00919585)	(42, 0.0139085)	(43, 0.015389900000000001)	(44, 0.0107045)	(45, 0.0105645)	(46, 0.0139474)	(47, 0.0121315)	(48, 0.0157515)	(49, 0.0179445)	(50, 0.0170969)	(51, 0.012644800000000001)	(52, 0.0141923)	(53, 0.0143051)	(54, 0.0210202)	(55, 0.020090900000000002)	(56, 0.018722199999999998)	(57, 0.026557099999999997)	(58, 0.0137491)	(59, 0.02214)	(60, 0.021584)	(61, 0.023524299999999998)	(62, 0.0173302)	(63, 0.016723599999999998)	(64, 0.017042500000000002)	(65, 0.0251146)	(66, 0.027148199999999997)	(67, 0.0265844)	(68, 0.0318491)	(69, 0.0204564)	(70, 0.022011700000000002)	(71, 0.0271637)	(72, 0.0273426)	(73, 0.024228)	(74, 0.023465899999999998)	(75, 0.022575500000000002)	(76, 0.0265494)	(77, 0.030503799999999998)	(78, 0.033890500000000004)	(79, 0.0367212)	(80, 0.029978900000000003)	(81, 0.0314836)	(82, 0.028038599999999997)	(83, 0.0260128)	(84, 0.0322263)	(85, 0.0316508)	(86, 0.0225794)	(87, 0.0108639)	(88, 0.00729058)	(89, 0.010615099999999999)	(90, 0.0064429299999999995)	(91, 0.008542609999999999)	(92, 0.007543319999999999)	(93, 0.007617189999999999)	(94, 0.0026946)	(95, 0.00627573)	(96, 0.00687842)	(97, 0.00923084)	(98, 0.00996184)	(99, 0.0103973)	(100, 0.00452988)	(101, 0.00759775)
17_ATCACG_L002_combined	(1, 0.022398500000000002)	(2, 0.0153827)	(3, 0.007122860000000001)	(4, 0.00376283)	(5, 0.00653652)	(6, 0.00463471)	(7, 3.56908e-05)	(8, 0.0)	(9, 0.0)	(10, 0.000178454)	(11, 0.0019324)	(12, 0.000678125)	(13, 0.0)	(14, 1.5296099999999997e-05)	(15, 0.0)	(16, 0.000290625)	(17, 5.09869e-06)	(18, 0.0)	(19, 8.1579e-05)	(20, 0.00027023)	(21, 5.09869e-06)	(22, 0.000132566)	(23, 0.00246267)	(24, 0.0)	(25, 0.0)	(26, 0.0006934210000000001)	(27, 0.000127467)	(28, 0.0009738489999999999)	(29, 0.0034008199999999997)	(30, 0.0146128)	(31, 0.0)	(32, 0.00028552600000000003)	(33, 0.00043338799999999994)	(34, 0.00041809199999999995)	(35, 0.0041962200000000005)	(36, 0.00281957)	(37, 0.00666908)	(38, 0.0023403)	(39, 0.0048131599999999995)	(40, 0.00862698)	(41, 0.00523125)	(42, 0.013307600000000001)	(43, 0.0062407899999999995)	(44, 0.00739309)	(45, 0.00204967)	(46, 0.000749507)	(47, 0.0012185899999999999)	(48, 0.000713816)	(49, 0.002325)	(50, 0.00141234)	(51, 0.00482336)	(52, 0.00262582)	(53, 0.00180493)	(54, 0.00321727)	(55, 0.00401267)	(56, 0.00521596)	(57, 0.0033090499999999996)	(58, 0.0042727)	(59, 0.00404836)	(60, 0.00444605)	(61, 0.00881563)	(62, 0.006454939999999999)	(63, 0.00702089)	(64, 0.00716365)	(65, 0.0038699000000000003)	(66, 0.00922352)	(67, 0.010727599999999999)	(68, 0.0123643)	(69, 0.016856299999999998)	(70, 0.0172336)	(71, 0.0121502)	(72, 0.0174528)	(73, 0.0130781)	(74, 0.0101617)	(75, 0.0120176)	(76, 0.0141336)	(77, 0.011319099999999999)	(78, 0.009672209999999999)	(79, 0.00918783)	(80, 0.0102586)	(81, 0.0104625)	(82, 0.00974359)	(83, 0.00835165)	(84, 0.00983027)	(85, 0.00925921)	(86, 0.00488964)	(87, 0.00347221)	(88, 0.000168257)	(89, 0.000316119)	(90, 0.000168257)	(91, 0.000851481)	(92, 0.00177944)	(93, 0.00127977)	(94, 0.0008871710000000001)	(95, 0.000377303)	(96, 7.13816e-05)	(97, 0.000927961)	(98, 0.0011727)	(99, 0.0)	(100, 5.09869e-06)	(101, 0.00045378300000000003)
1_ATCACG_L001_combined	(1, 0.0281909)	(2, 0.026387999999999998)	(3, 0.017238299999999998)	(4, 0.00040063899999999994)	(5, 0.00336212)	(6, 0.0011694300000000002)	(7, 0.0005089189999999999)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 3.78982e-05)	(12, 0.0)	(13, 0.00153217)	(14, 7.57965e-05)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 9.74526e-05)	(19, 0.0)	(20, 3.2484199999999996e-05)	(21, 0.00010828100000000002)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.00613951)	(26, 0.00519206)	(27, 0.0036274)	(28, 0.0012885400000000001)	(29, 0.00225224)	(30, 0.00293982)	(31, 0.00498633)	(32, 0.00721149)	(33, 0.00741723)	(34, 0.00437995)	(35, 0.00820768)	(36, 0.00447741)	(37, 0.0134647)	(38, 0.00750385)	(39, 0.009804819999999999)	(40, 0.0118946)	(41, 0.0106765)	(42, 0.0167727)	(43, 0.018591800000000002)	(44, 0.0127013)	(45, 0.0125335)	(46, 0.0162475)	(47, 0.0143039)	(48, 0.0185647)	(49, 0.0212447)	(50, 0.02053)	(51, 0.014986000000000001)	(52, 0.017178699999999998)	(53, 0.0170867)	(54, 0.0251536)	(55, 0.0240058)	(56, 0.022213800000000002)	(57, 0.031623399999999996)	(58, 0.0161771)	(59, 0.0267128)	(60, 0.025933199999999997)	(61, 0.028228800000000002)	(62, 0.0205517)	(63, 0.0195392)	(64, 0.019631299999999997)	(65, 0.028532)	(66, 0.0318724)	(67, 0.0315367)	(68, 0.0373189)	(69, 0.024514699999999997)	(70, 0.0263014)	(71, 0.0327495)	(72, 0.0331772)	(73, 0.0292899)	(74, 0.0285861)	(75, 0.027378800000000002)	(76, 0.0316342)	(77, 0.0366909)	(78, 0.0406377)	(79, 0.0443843)	(80, 0.0367829)	(81, 0.0378603)	(82, 0.0338377)	(83, 0.0314068)	(84, 0.0387158)	(85, 0.0378658)	(86, 0.026101100000000002)	(87, 0.012945)	(88, 0.00826182)	(89, 0.0113424)	(90, 0.007162770000000001)	(91, 0.0100809)	(92, 0.00858124)	(93, 0.00853252)	(94, 0.0034487399999999996)	(95, 0.007660859999999999)	(96, 0.00806691)	(97, 0.0108551)	(98, 0.0112774)	(99, 0.0121978)	(100, 0.00516499)	(101, 0.00870035)
21_ACAGTG_L002_combined	(1, 0.023563)	(2, 0.016888900000000002)	(3, 0.008012940000000001)	(4, 0.0037342599999999997)	(5, 0.00614581)	(6, 0.0043028699999999994)	(7, 4.0326799999999995e-05)	(8, 0.0)	(9, 0.0)	(10, 0.000205667)	(11, 0.00183487)	(12, 0.0006371640000000001)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.000322615)	(17, 4.03268e-06)	(18, 0.0)	(19, 4.43595e-05)	(20, 0.000314549)	(21, 0.0)	(22, 8.46863e-05)	(23, 0.00227443)	(24, 0.0)	(25, 4.03268e-06)	(26, 0.000697654)	(27, 0.000141144)	(28, 0.000955746)	(29, 0.00326647)	(30, 0.0161549)	(31, 0.0)	(32, 0.00029841899999999996)	(33, 0.00045166)	(34, 0.000415366)	(35, 0.00416173)	(36, 0.00277045)	(37, 0.006420029999999999)	(38, 0.00274222)	(39, 0.00480696)	(40, 0.00815812)	(41, 0.00521023)	(42, 0.0126586)	(43, 0.006420029999999999)	(44, 0.00754918)	(45, 0.00230669)	(46, 0.000875092)	(47, 0.00151629)	(48, 0.0007863729999999999)	(49, 0.00257688)	(50, 0.00148806)	(51, 0.00518603)	(52, 0.00278658)	(53, 0.00204054)	(54, 0.00387944)	(55, 0.00469404)	(56, 0.0061538700000000005)	(57, 0.0036334500000000003)	(58, 0.00477873)	(59, 0.00449644)	(60, 0.00495213)	(61, 0.00995266)	(62, 0.00740401)	(63, 0.00787986)	(64, 0.00794035)	(65, 0.00426658)	(66, 0.00990427)	(67, 0.011428599999999999)	(68, 0.012961)	(69, 0.0175906)	(70, 0.0174454)	(71, 0.0129893)	(72, 0.0179817)	(73, 0.0136627)	(74, 0.011142299999999999)	(75, 0.0129167)	(76, 0.014683)	(77, 0.012372300000000001)	(78, 0.0110052)	(79, 0.0104446)	(80, 0.011597999999999999)	(81, 0.012102100000000001)	(82, 0.0111665)	(83, 0.00966231)	(84, 0.0112593)	(85, 0.0105374)	(86, 0.00564172)	(87, 0.0032301800000000005)	(88, 0.00019356900000000002)	(89, 0.000266157)	(90, 0.000221798)	(91, 0.000895256)	(92, 0.00204457)	(93, 0.00138321)	(94, 0.000951713)	(95, 0.00039117000000000004)	(96, 6.45229e-05)	(97, 0.000822667)	(98, 0.00104043)	(99, 0.0)	(100, 1.2097999999999998e-05)	(101, 0.000419399)
25_GATCAG_L002_combined	(1, 0.022947199999999997)	(2, 0.0162625)	(3, 0.00746233)	(4, 0.0038795799999999997)	(5, 0.00608274)	(6, 0.00443559)	(7, 2.9264099999999997e-05)	(8, 0.0)	(9, 0.0)	(10, 0.00015050100000000001)	(11, 0.00170986)	(12, 0.0007106980000000001)	(13, 0.0)	(14, 1.6722299999999997e-05)	(15, 0.0)	(16, 0.000221571)	(17, 4.18058e-06)	(18, 0.0)	(19, 4.1805800000000006e-05)	(20, 0.00035116899999999997)	(21, 4.18058e-06)	(22, 0.000129598)	(23, 0.00233694)	(24, 0.0)	(25, 4.18058e-06)	(26, 0.000618726)	(27, 0.00014632)	(28, 0.00086538)	(29, 0.00326921)	(30, 0.0150793)	(31, 0.0)	(32, 0.000255015)	(33, 0.0005016689999999999)	(34, 0.00044732200000000005)	(35, 0.00420984)	(36, 0.0028344299999999998)	(37, 0.00667638)	(38, 0.00262122)	(39, 0.0047575)	(40, 0.00841969)	(41, 0.00527171)	(42, 0.0129765)	(43, 0.00640465)	(44, 0.007700629999999999)	(45, 0.00214046)	(46, 0.0008361159999999999)	(47, 0.0014172199999999999)	(48, 0.000714879)	(49, 0.00249999)	(50, 0.00135869)	(51, 0.0046780699999999995)	(52, 0.0026170399999999997)	(53, 0.00186036)	(54, 0.0036538300000000003)	(55, 0.00443977)	(56, 0.00578592)	(57, 0.0032650300000000004)	(58, 0.00447322)	(59, 0.00411787)	(60, 0.00475332)	(61, 0.00954426)	(62, 0.00689795)	(63, 0.00734528)	(64, 0.0075125)	(65, 0.00395901)	(66, 0.00944393)	(67, 0.0110953)	(68, 0.012625299999999999)	(69, 0.0173619)	(70, 0.0175208)	(71, 0.0128135)	(72, 0.017876200000000002)	(73, 0.013641200000000001)	(74, 0.010752399999999999)	(75, 0.0126713)	(76, 0.014648699999999999)	(77, 0.0118812)	(78, 0.010601900000000001)	(79, 0.0100417)	(80, 0.0110744)	(81, 0.0116596)	(82, 0.010752399999999999)	(83, 0.00948573)	(84, 0.0108988)	(85, 0.0101379)	(86, 0.00546402)	(87, 0.0033695500000000002)	(88, 0.000154681)	(89, 0.000250835)	(90, 0.000175584)	(91, 0.00100334)	(92, 0.00201922)	(93, 0.0013085199999999999)	(94, 0.0009113659999999999)	(95, 0.00041805799999999996)	(96, 5.8528100000000006e-05)	(97, 0.000668893)	(98, 0.000978255)	(99, 0.0)	(100, 2.0902900000000003e-05)	(101, 0.000413877)
29_AGTCAA_L002_combined	(1, 0.0241661)	(2, 0.0180875)	(3, 0.00934028)	(4, 0.0036529200000000005)	(5, 0.006000350000000001)	(6, 0.00402357)	(7, 4.1182899999999995e-05)	(8, 0.0)	(9, 0.0)	(10, 0.000230624)	(11, 0.00158966)	(12, 0.0007989480000000001)	(13, 0.0)	(14, 1.23549e-05)	(15, 0.0)	(16, 0.000341818)	(17, 1.23549e-05)	(18, 0.0)	(19, 2.8828e-05)	(20, 0.000321226)	(21, 8.23658e-06)	(22, 0.00011943)	(23, 0.00201384)	(24, 0.0)	(25, 4.11829e-06)	(26, 0.000761883)	(27, 0.00014825800000000002)	(28, 0.00106252)	(29, 0.0029816400000000002)	(30, 0.018174)	(31, 0.0)	(32, 0.000271807)	(33, 0.00038711899999999995)	(34, 0.00040359200000000003)	(35, 0.0036529200000000005)	(36, 0.00245862)	(37, 0.00590563)	(38, 0.0027922000000000003)	(39, 0.0041759399999999995)	(40, 0.00770532)	(41, 0.00476074)	(42, 0.011881300000000001)	(43, 0.00609919)	(44, 0.0071699400000000005)	(45, 0.00235154)	(46, 0.00101722)	(47, 0.00172968)	(48, 0.0008730770000000001)	(49, 0.00301871)	(50, 0.00170497)	(51, 0.00597975)	(52, 0.00347172)	(53, 0.0024545)	(54, 0.00428302)	(55, 0.0053373)	(56, 0.00684048)	(57, 0.00420477)	(58, 0.00548968)	(59, 0.00514786)	(60, 0.0055391)	(61, 0.0112882)	(62, 0.008174800000000001)	(63, 0.00856604)	(64, 0.00883373)	(65, 0.00487194)	(66, 0.0107281)	(67, 0.0125649)	(68, 0.013932199999999999)	(69, 0.0180999)	(70, 0.0179722)	(71, 0.0141669)	(72, 0.019010000000000003)	(73, 0.0145005)	(74, 0.0122972)	(75, 0.014274)	(76, 0.0160119)	(77, 0.013928099999999999)	(78, 0.012684299999999999)	(79, 0.0118689)	(80, 0.0132527)	(81, 0.0137921)	(82, 0.012684299999999999)	(83, 0.0111812)	(84, 0.0129397)	(85, 0.0119554)	(86, 0.00642453)	(87, 0.0030269399999999997)	(88, 0.000230624)	(89, 0.000284162)	(90, 0.00020179600000000002)	(91, 0.001149)	(92, 0.00236802)	(93, 0.00149906)	(94, 0.00119019)	(95, 0.00047772099999999996)	(96, 0.000127667)	(97, 0.0007412920000000001)	(98, 0.00102545)	(99, 0.0)	(100, 0.0)	(101, 0.000448893)
33_GTCCGC_L002_combined	(1, 0.0230045)	(2, 0.0173613)	(3, 0.00836612)	(4, 0.00348971)	(5, 0.00575343)	(6, 0.00420602)	(7, 3.67338e-05)	(8, 0.0)	(9, 0.0)	(10, 0.00023877)	(11, 0.00161629)	(12, 0.000849468)	(13, 0.0)	(14, 1.83669e-05)	(15, 0.0)	(16, 0.000307645)	(17, 4.59172e-06)	(18, 0.0)	(19, 2.7550299999999996e-05)	(20, 0.000371929)	(21, 9.18344e-06)	(22, 0.000114793)	(23, 0.0020662700000000003)	(24, 0.0)	(25, 4.59172e-06)	(26, 0.000674983)	(27, 0.000151527)	(28, 0.000941303)	(29, 0.00305809)	(30, 0.016998600000000003)	(31, 0.0)	(32, 0.000330604)	(33, 0.00036733800000000004)	(34, 0.00033978700000000003)	(35, 0.0038340899999999996)	(36, 0.00255759)	(37, 0.00626311)	(38, 0.00282391)	(39, 0.0045412099999999995)	(40, 0.0079299)	(41, 0.00500498)	(42, 0.0122783)	(43, 0.0062539200000000005)	(44, 0.007434)	(45, 0.00218566)	(46, 0.000978037)	(47, 0.00155659)	(48, 0.000863244)	(49, 0.0027183)	(50, 0.00163465)	(51, 0.00547333)	(52, 0.0028881899999999997)	(53, 0.00208464)	(54, 0.00395347)	(55, 0.00515191)	(56, 0.00650188)	(57, 0.00378358)	(58, 0.00502794)	(59, 0.00465141)	(60, 0.004977430000000001)	(61, 0.0108778)	(62, 0.008030919999999999)	(63, 0.008150310000000001)	(64, 0.00843958)	(65, 0.00434836)	(66, 0.0099824)	(67, 0.0119293)	(68, 0.0136512)	(69, 0.0177562)	(70, 0.0175496)	(71, 0.0133481)	(72, 0.0186057)	(73, 0.0139772)	(74, 0.0120119)	(75, 0.0135915)	(76, 0.0150149)	(77, 0.013086400000000002)	(78, 0.0121221)	(79, 0.0113324)	(80, 0.012737400000000001)	(81, 0.0129257)	(82, 0.01209)	(83, 0.0104232)	(84, 0.0120992)	(85, 0.0112589)	(86, 0.00595546)	(87, 0.003104)	(88, 0.00018366900000000002)	(89, 0.00029387)	(90, 0.00024795300000000003)	(91, 0.00103314)	(92, 0.00224535)	(93, 0.00140048)	(94, 0.00100559)	(95, 0.00044539699999999994)	(96, 0.000101018)	(97, 0.000757634)	(98, 0.00103773)	(99, 0.0)	(100, 1.37752e-05)	(101, 0.000468356)
37_CGTACG_L002_combined	(1, 0.023660900000000002)	(2, 0.0173217)	(3, 0.008846330000000001)	(4, 0.0033061600000000003)	(5, 0.006306579999999999)	(6, 0.00439463)	(7, 2.44599e-05)	(8, 0.0)	(9, 0.0)	(10, 0.000224216)	(11, 0.00150428)	(12, 0.000819407)	(13, 0.0)	(14, 8.1533e-06)	(15, 0.0)	(16, 0.000358745)	(17, 0.0)	(18, 0.0)	(19, 3.66899e-05)	(20, 0.000387282)	(21, 8.1533e-06)	(22, 0.000142683)	(23, 0.0022177)	(24, 0.0)	(25, 8.1533e-06)	(26, 0.0006563410000000001)	(27, 0.000130453)	(28, 0.0009335529999999999)	(29, 0.00321648)	(30, 0.0167713)	(31, 0.0)	(32, 0.000281289)	(33, 0.000399512)	(34, 0.000387282)	(35, 0.00396658)	(36, 0.00260498)	(37, 0.00637588)	(38, 0.00267836)	(39, 0.00452916)	(40, 0.00814922)	(41, 0.00476968)	(42, 0.012690600000000002)	(43, 0.00636365)	(44, 0.00750919)	(45, 0.00213209)	(46, 0.0009376300000000001)	(47, 0.00156136)	(48, 0.000860173)	(49, 0.00276805)	(50, 0.00156136)	(51, 0.00522219)	(52, 0.00294742)	(53, 0.0021769299999999997)	(54, 0.00402773)	(55, 0.00505097)	(56, 0.006485950000000001)	(57, 0.00376683)	(58, 0.00503874)	(59, 0.0047370699999999995)	(60, 0.00498167)	(61, 0.0107297)	(62, 0.00784348)	(63, 0.00805139)	(64, 0.008344899999999999)	(65, 0.0044150100000000005)	(66, 0.009926639999999999)	(67, 0.0115777)	(68, 0.0131187)	(69, 0.0175622)	(70, 0.017060799999999997)	(71, 0.013098299999999998)	(72, 0.0179087)	(73, 0.0137139)	(74, 0.011753)	(75, 0.0133021)	(76, 0.0147901)	(77, 0.013033099999999999)	(78, 0.0120587)	(79, 0.0112719)	(80, 0.012768100000000001)	(81, 0.013065700000000001)	(82, 0.0121158)	(83, 0.0106441)	(84, 0.01223)	(85, 0.011247499999999999)	(86, 0.00602121)	(87, 0.00302895)	(88, 0.000211986)	(89, 0.000277212)	(90, 0.000216062)	(91, 0.00110477)	(92, 0.0022177)	(93, 0.0013616)	(94, 0.00108847)	(95, 0.000546271)	(96, 0.000142683)	(97, 0.000705261)	(98, 0.0009131699999999999)	(99, 0.0)	(100, 1.223e-05)	(101, 0.00041174200000000004)
41_GTCCGC_L001_combined	(1, 0.0285064)	(2, 0.0239686)	(3, 0.0152667)	(4, 0.000435312)	(5, 0.00327144)	(6, 0.00107289)	(7, 0.00048807700000000006)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 3.9573800000000004e-05)	(12, 0.0)	(13, 0.0014554400000000001)	(14, 3.51768e-05)	(15, 0.0)	(16, 0.0)	(17, 8.79419e-06)	(18, 7.91477e-05)	(19, 8.79419e-06)	(20, 2.19855e-05)	(21, 5.2765099999999994e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.00644614)	(26, 0.0051709799999999995)	(27, 0.0035264700000000003)	(28, 0.00118722)	(29, 0.0021501800000000002)	(30, 0.0025767)	(31, 0.004806019999999999)	(32, 0.00700897)	(33, 0.0072244300000000004)	(34, 0.00446305)	(35, 0.00809065)	(36, 0.0043927)	(37, 0.012835099999999999)	(38, 0.00735634)	(39, 0.00943177)	(40, 0.0111818)	(41, 0.0101881)	(42, 0.015491)	(43, 0.0169992)	(44, 0.011902900000000001)	(45, 0.0119161)	(46, 0.015288699999999999)	(47, 0.013481499999999999)	(48, 0.0172762)	(49, 0.019655000000000002)	(50, 0.0189251)	(51, 0.0141411)	(52, 0.016089000000000003)	(53, 0.0158647)	(54, 0.0229528)	(55, 0.021901900000000002)	(56, 0.0203454)	(57, 0.028708599999999997)	(58, 0.0151172)	(59, 0.0243379)	(60, 0.023907)	(61, 0.0258681)	(62, 0.0191318)	(63, 0.0184986)	(64, 0.0186745)	(65, 0.0267211)	(66, 0.0291132)	(67, 0.0289329)	(68, 0.0342446)	(69, 0.02239)	(70, 0.024038900000000002)	(71, 0.0294957)	(72, 0.0301948)	(73, 0.0264002)	(74, 0.0256087)	(75, 0.0247908)	(76, 0.02848)	(77, 0.0330661)	(78, 0.0365486)	(79, 0.0403873)	(80, 0.0331849)	(81, 0.0342006)	(82, 0.0305686)	(83, 0.0281414)	(84, 0.034846999999999996)	(85, 0.033906000000000006)	(86, 0.024755600000000003)	(87, 0.0124438)	(88, 0.00806867)	(89, 0.011261)	(90, 0.006714360000000001)	(91, 0.00967361)	(92, 0.008257740000000001)	(93, 0.00808186)	(94, 0.00294605)	(95, 0.00712769)	(96, 0.00777406)	(97, 0.0103068)	(98, 0.0111378)	(99, 0.0116083)	(100, 0.00517538)	(101, 0.00845561)
45_CGTACG_L001_combined	(1, 0.0294103)	(2, 0.024678699999999998)	(3, 0.0150847)	(4, 0.000358457)	(5, 0.0033948)	(6, 0.00121032)	(7, 0.000455451)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 9.27771e-05)	(12, 0.0)	(13, 0.00169951)	(14, 5.06057e-05)	(15, 0.0)	(16, 0.0)	(17, 4.21714e-06)	(18, 7.16914e-05)	(19, 0.0)	(20, 4.63885e-05)	(21, 6.32571e-05)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.006161240000000001)	(26, 0.00514913)	(27, 0.0035255300000000002)	(28, 0.00124827)	(29, 0.0022393)	(30, 0.0027074)	(31, 0.00471055)	(32, 0.00687816)	(33, 0.00709745)	(34, 0.00433522)	(35, 0.00791136)	(36, 0.00433522)	(37, 0.0126978)	(38, 0.00714384)	(39, 0.00913433)	(40, 0.0110995)	(41, 0.0100579)	(42, 0.0156835)	(43, 0.0171638)	(44, 0.0119978)	(45, 0.0116267)	(46, 0.0150425)	(47, 0.013186999999999999)	(48, 0.0171722)	(49, 0.019795300000000002)	(50, 0.0189139)	(51, 0.0140178)	(52, 0.0161474)	(53, 0.0157848)	(54, 0.0231015)	(55, 0.0219755)	(56, 0.020453100000000002)	(57, 0.0290856)	(58, 0.0151311)	(59, 0.0244468)	(60, 0.0237805)	(61, 0.0259396)	(62, 0.018892799999999998)	(63, 0.0185849)	(64, 0.018487899999999998)	(65, 0.026901099999999997)	(66, 0.029414600000000003)	(67, 0.029199500000000003)	(68, 0.034538400000000004)	(69, 0.022435200000000002)	(70, 0.0241389)	(71, 0.0298321)	(72, 0.0302116)	(73, 0.0267029)	(74, 0.025804700000000003)	(75, 0.0248896)	(76, 0.0289085)	(77, 0.0334967)	(78, 0.0372036)	(79, 0.040358)	(80, 0.033129900000000004)	(81, 0.0347577)	(82, 0.0308906)	(83, 0.0284784)	(84, 0.035289)	(85, 0.0344372)	(86, 0.0243835)	(87, 0.0122044)	(88, 0.0079957)	(89, 0.0110869)	(90, 0.00690768)	(91, 0.00953496)	(92, 0.00836259)	(93, 0.00806317)	(94, 0.0030574300000000003)	(95, 0.00703841)	(96, 0.00771315)	(97, 0.0102603)	(98, 0.011167)	(99, 0.0116815)	(100, 0.00501418)	(101, 0.00831198)
